camis,dba,boro,building,street,zipcode,phone,cuisine,latitude,longitude,nta_code,community_board,council_district,never_inspected,n_inspections,first_inspection,last_inspection,avg_score,latest_score,latest_grade,total_violations,total_critical,ever_closed
50044258,POPEYES,Bronx,C16,CONCOURSE PLAZA,,9174719302,CHICKEN,,,,,,false,3,2023-08-16,2026-06-03,7.0,3,A,5,2,false
50044260,BURGER KING,Bronx,C16A,CONCOURSE PLAZA/161ST ST,,9174719288,HAMBURGERS,,,,,,false,4,2023-08-11,2026-05-06,11.0,13,A,8,5,false
50044262,LUNERA,Queens,32-25,STEINWAY STREET,11103,7187269857,LATIN AMERICAN,40.75833965581,-73.91949441321,QN70,401,22,false,3,2024-07-31,2026-05-21,13.5,22,A,6,3,false
50044265,NEW TASTE RESTAURANT,Queens,94-62,CORONA AVENUE,11373,7185928738,CHINESE,40.74228620122,-73.8694748272,QN29,404,25,false,3,2023-10-31,2025-06-09,23.0,12,A,13,9,false
50044289,BO KY,Manhattan,78,BAYARD STREET,10013,2124062292,CHINESE,40.71570053367,-73.9986833312,MN27,103,1,false,10,2023-07-27,2026-06-24,26.11,21,B,48,29,true
50044307,AMORINO,Manhattan,721,8 AVENUE,10036,2124450101,FROZEN DESSERTS,40.75938010752,-73.9882360317,MN15,104,3,false,4,2023-11-01,2025-07-18,20.5,21,B,15,8,false
50044312,CHINA LONG,Brooklyn,197,NEPTUNE AVENUE,11235,7183325807,CHINESE,40.58181438936,-73.96062622581,BK19,313,48,false,2,2024-10-07,2025-12-08,11.5,10,A,6,2,false
50044330,PAMIR KABAB HOUSE & GRILL,Queens,70-74,KISSENA BOULEVARD,11367,7185207232,MEDITERRANEAN,40.73012072892,-73.81509218754,QN37,408,24,false,3,2022-03-21,2024-12-12,6.33,3,A,5,2,false
50044336,KING DRAGON 188,Manhattan,1548,MADISON AVENUE,10029,2123696788,CHINESE,40.79267750302,-73.95019381665,MN33,111,8,false,3,2024-03-27,2025-12-11,15.67,3,A,6,2,false
50044340,WENDY'S,Manhattan,4,SOUTH STREET,10004,6462021656,AMERICAN,40.70168790108,-74.01163112586,MN25,101,1,false,5,2023-04-07,2026-03-04,12.8,10,A,13,7,false
50044343,AYADA,Queens,77-08,WOODSIDE AVENUE,11373,7184240844,THAI,40.74355994507,-73.88780156737,QN29,404,25,false,7,2023-10-31,2026-05-04,35.83,12,A,46,30,false
50044351,HAPPY HOT HUNAN,Manhattan,969,AMSTERDAM AVENUE,10025,2125311788,CHINESE,40.80139205792,-73.96499275208,MN09,107,7,false,4,2024-09-18,2026-06-24,17.33,7,A,11,6,false
50044355,THE LITTLE WHISKEY,Brooklyn,36,WILSON AVENUE,11237,2017766461,AMERICAN,40.70290203823,-73.92962047639,BK78,304,34,false,3,2024-05-23,2026-03-20,11.0,9,A,9,4,false
50044395,INSA,Brooklyn,328,DOUGLASS STREET,11217,7188552620,KOREAN,40.67962742754,-73.98260417168,BK37,306,39,false,2,2022-08-18,2024-05-29,10.0,7,A,3,3,false
50044423,BRIARWOOD CAFE,Queens,138-49,QUEENS BOULEVARD,11435,7182977494,AMERICAN,40.70789234556,-73.81776908418,QN35,408,24,false,5,2023-12-19,2025-11-18,14.0,9,A,17,8,false
50044433,OMAR'S MEDITERRANEAN CUISINE,Manhattan,154,EAST 55 STREET,10022,2122078302,MEDITERRANEAN,40.75934370637,-73.9694476297,MN19,106,4,false,3,2023-10-05,2025-11-13,15.0,13,A,8,4,false
50044438,345 CANTINA,Manhattan,345,EAST 6 STREET,10003,2124770617,MEXICAN,40.72693692971,-73.9874299984,MN22,103,2,false,4,2023-01-21,2025-11-25,15.0,11,A,14,6,false
50044460,MOROCHO BAKERY,Queens,111-26,ROOSEVELT AVENUE,11368,7188039954,LATIN AMERICAN,40.75168936213,-73.85540182415,QN25,404,21,false,5,2024-07-05,2026-06-17,26.0,22,B,24,13,false
50044475,THEATER (FLY),Manhattan,4,PENN PLAZA,10121,2124656273,AMERICAN,40.75065483663,-73.99194423908,MN17,105,3,false,2,2023-04-29,2025-02-01,8.5,4,A,5,1,false
50044479,SPICE & GRILL,Brooklyn,441,MYRTLE AVENUE,11205,7188752525,INDIAN,40.69321365621,-73.96799234011,BK69,302,35,false,6,2024-06-24,2026-05-11,40.8,2,Z,30,21,true
50044506,GEORGE'S,Brooklyn,753,CONEY ISLAND AVENUE,11218,7184844971,AMERICAN,40.63871901298,-73.96862390659,BK42,314,39,false,4,2023-10-16,2026-07-29,14.0,13,A,11,6,false
50044507,NEXT LOUNGE,Brooklyn,2204,AVENUE X,11235,3475934444,AMERICAN,40.5929724155,-73.94802452385,BK17,315,48,false,2,2023-04-05,2025-06-06,7.0,12,A,3,1,false
50044508,PASQUALE JONES,Manhattan,86,KENMARE STREET,10012,9174535947,ITALIAN,40.72119826401,-73.9967062516,MN24,102,1,false,3,2022-11-21,2025-11-18,13.0,12,A,7,4,false
50044513,BT4 AISLE B,Manhattan,4,PENN PLAZA,10121,2124656273,AMERICAN,40.75065483663,-73.99194423908,MN17,105,3,false,2,2023-04-29,2025-02-01,1.0,0,A,1,0,false
50044515,CAFFE CAFE,Brooklyn,8401,3 AVENUE,11209,7187488700,COFFEE/TEA,40.62489927827,-74.03045816816,BK31,310,47,false,7,2024-07-17,2026-07-23,21.5,24,A,20,11,false
50044518,GOLD BAR A BT5,Manhattan,4,PENN PLAZA,10121,2124656273,AMERICAN,40.75065483663,-73.99194423908,MN17,105,3,false,2,2023-04-29,2025-02-01,5.0,0,A,1,1,false
50044520,GOLD BAR B BT6,Manhattan,4,PENN PLAZA,10121,2124656273,AMERICAN,40.75065483663,-73.99194423908,MN17,105,3,false,2,2023-04-29,2025-02-01,3.5,5,A,2,1,false
50044522,CHASE LOUNGE - 3RD FLOOR,Manhattan,4,PENN PLAZA,10121,2124656273,AMERICAN,40.75065483663,-73.99194423908,MN17,105,3,false,2,2023-04-29,2025-02-01,4.0,8,A,2,1,false
50044531,BD STAR PIZZA,Manhattan,91,AVENUE A,10009,2125051200,PIZZA,40.72532533515,-73.98407501715,MN22,103,2,false,4,2022-05-02,2025-01-13,17.0,13,A,12,7,false
50044533,LEGEND'S ROOM - OA3070,Manhattan,4,PENN PLAZA,10121,2124656273,AMERICAN,40.75065483663,-73.99194423908,MN17,105,3,false,2,2023-04-29,2025-02-01,0.0,0,A,0,0,false
50044537,BT3 AISLE A,Manhattan,4,PENN PLAZA,10121,2124656273,AMERICAN,40.75065483663,-73.99194423908,MN17,105,3,false,2,2023-04-29,2025-02-01,6.0,0,A,2,1,false
50044540,HOT DOG CONCESSION,Manhattan,4,PENN PLAZA,10121,2124656273,HOTDOGS,40.75065483663,-73.99194423908,MN17,105,3,false,2,2023-04-29,2025-02-01,0.0,0,A,0,0,false
50044543,BONUS ROOM,Queens,991,WYCKOFF AVENUE,11385,6469248488,AMERICAN,40.6960469422,-73.90486725588,QN20,405,34,false,3,2024-01-11,2026-01-22,21.0,20,B,13,8,false
50044549,PANDA HOUSE,Brooklyn,530D,CONDUIT BOULEVARD,11208,7182777700,CHINESE,40.67694700232,-73.86957435857,BK82,305,42,false,4,2023-01-17,2025-12-11,22.0,18,B,16,10,false
50044553,THE ALCOVE,Queens,41-11,49 STREET,11104,9173193241,LATIN AMERICAN,40.74591932256,-73.91528339246,QN31,402,26,false,3,2023-06-15,2025-08-07,21.67,12,A,9,4,false
50044559,CAPITAL ONE NYC,Manhattan,299,PARK AVENUE,10171,9732946100,AMERICAN,40.75644921829,-73.97449508151,MN19,105,4,false,3,2022-08-08,2025-02-20,13.33,12,A,8,4,false
50044570,THE STARLIGHT,Brooklyn,596,GRAND STREET,11211,7184863700,AMERICAN,40.71122580961,-73.9481159208,BK90,301,34,false,10,2017-05-06,2019-10-02,16.89,26,A,28,15,true
50044577,BURGER KING,Bronx,961,EAST 174 STREET,10460,9173489344,HAMBURGERS,40.83643409372,-73.8849736758,BX75,203,17,false,6,2023-09-07,2026-07-20,13.0,5,A,10,5,true
50044578,HOT POTATO HOUSE,Brooklyn,109,ORIENTAL BOULEVARD,11235,7189757990,EASTERN EUROPEAN,40.57691737616,-73.95257279851,BK17,315,48,false,4,2023-03-30,2026-03-18,13.75,10,A,9,8,false
50044585,BAR GARDEN,Manhattan,4,PENN PLAZA,10121,2124656273,AMERICAN,40.75065483663,-73.99194423908,MN17,105,3,false,2,2023-03-04,2025-02-01,3.5,0,A,2,0,false
50044587,BAR - (BD6130),Manhattan,4,PENN PLAZA,10121,2124656302,BOTTLED BEVERAGES,40.75065483663,-73.99194423908,MN17,105,3,false,2,2023-03-04,2025-02-01,0.0,0,A,0,0,false
50044588,GARDEN MARKET,Manhattan,4,PENN PLAZA,10121,2124656302,AMERICAN,40.75065483663,-73.99194423908,MN17,105,3,false,2,2023-03-04,2025-02-01,1.0,0,A,1,0,false
50044589,BAR AT THE GARDEN,Manhattan,4,PENN PLAZA,10121,2124656273,AMERICAN,40.75065483663,-73.99194423908,MN17,105,3,false,2,2023-03-04,2025-02-01,1.0,0,A,1,0,false
50044590,"HAMBURGER, DAILY BURGER",Manhattan,4,PENN PLAZA,10121,2124656302,HAMBURGERS,40.75065483663,-73.99194423908,MN17,105,3,false,2,2023-03-04,2025-02-01,2.0,2,A,2,0,false
50044591,SEI LESS,Manhattan,158,WEST 38 STREET,10018,3474401551,ASIAN/ASIAN FUSION,40.75316045623,-73.98798087059,MN17,105,3,false,2,2025-12-04,2026-01-09,22.5,26,,10,5,false
50044592,"CHICKEN, FRIES CONCESSION",Manhattan,4,PENN PLAZA,10121,2124656273,CHICKEN,40.75065483663,-73.99194423908,MN17,105,3,false,2,2023-03-04,2025-02-01,0.0,0,A,0,0,false
50044593,GARDEN PUB,Manhattan,4,PENN PLAZA,10121,2124656273,AMERICAN,40.75065483663,-73.99194423908,MN17,105,3,false,2,2023-03-04,2025-02-01,0.0,0,A,0,0,false
50044594,HOT DOG CONCESSION,Manhattan,4,PENN PLAZA,10121,2124656302,HOTDOGS,40.75065483663,-73.99194423908,MN17,105,3,false,2,2023-03-04,2025-02-01,0.0,0,A,0,0,false
50044595,HOT DOG CONCESSION,Manhattan,4,PENN PLAZA,10121,2124656273,HOTDOGS/PRETZELS,40.75065483663,-73.99194423908,MN17,105,3,false,2,2023-04-29,2025-02-01,0.0,0,A,0,0,false
50044598,HOT DOG CONCESSION,Manhattan,4,PENN PLAZA,10121,2124656273,HOTDOGS/PRETZELS,40.75065483663,-73.99194423908,MN17,105,3,false,2,2023-04-29,2025-02-01,0.0,0,A,0,0,false
50044599,HOT DOG CONCESSION,Manhattan,4,PENN PLAZA,10121,2124656273,HOTDOGS/PRETZELS,40.75065483663,-73.99194423908,MN17,105,3,false,2,2023-04-29,2025-02-01,0.0,0,A,0,0,false
50044600,HOT DOG CONCESSION,Manhattan,4,PENN PLAZA,10121,2124646273,HOTDOGS/PRETZELS,40.75065483663,-73.99194423908,MN17,105,3,false,2,2023-04-29,2025-02-01,1.0,2,A,1,0,false
50044601,CARNAGIE DELI - FB8150,Manhattan,4,PENN PLAZA,10121,2124656273,HOTDOGS/PRETZELS,40.75065483663,-73.99194423908,MN17,105,3,false,2,2023-04-29,2025-02-01,1.0,2,A,1,0,false
50044602,BAR AT THE GARDEN,Manhattan,4,PENN PLAZA,10121,2124656273,AMERICAN,40.75065483663,-73.99194423908,MN17,105,3,false,2,2023-04-29,2025-02-01,0.0,0,A,0,0,false
50044603,PIZZA CONCESSION,Manhattan,4,PENN PLAZA,10121,2124656302,PIZZA,40.75065483663,-73.99194423908,MN17,105,3,false,2,2023-03-04,2025-02-01,2.0,2,A,2,0,false
50044605,HOT DOG CONCESSION,Manhattan,4,PENN PLAZA,10121,2124656273,HOTDOGS,40.75065483663,-73.99194423908,MN17,105,3,false,2,2023-04-29,2025-02-01,2.0,4,A,2,0,false
50044606,THE SHACK - CB8030 (CB8040),Manhattan,4,PENN PLAZA,10121,2124656273,SANDWICHES,40.75065483663,-73.99194423908,MN17,105,3,false,3,2023-03-04,2025-02-01,7.67,2,A,6,1,false
50044610,HOT DOG CONCESSION,Manhattan,4,PENN PLAZA,10121,2124656273,HOTDOGS/PRETZELS,40.75065483663,-73.99194423908,MN17,105,3,false,2,2023-04-29,2025-02-01,1.0,2,A,1,0,false
50044611,ROOT HILL CAFE,Brooklyn,262,4 AVENUE,11215,7188553475,COFFEE/TEA,40.67623781118,-73.98384523741,BK37,306,39,false,3,2023-12-20,2026-07-15,7.33,12,A,5,3,false
50044612,BAR AT THE GARDEN,Manhattan,4,PENN PLAZA,10121,2124656273,AMERICAN,40.75065483663,-73.99194423908,MN17,105,3,false,2,2023-04-29,2025-02-01,1.0,0,A,1,0,false
50044616,CHICKEN & FRIES,Manhattan,4,PENN PLAZA,10121,2124656307,CHICKEN,40.75065483663,-73.99194423908,MN17,105,3,false,2,2023-04-29,2025-02-01,1.0,0,A,1,0,false
50044617,MIGHTY QUINN'S BARBEQUE - FA8032 (CA8033),Manhattan,4,PENN PLAZA,10121,2124656310,AMERICAN,40.75065483663,-73.99194423908,MN17,105,3,false,2,2023-03-04,2025-02-01,1.5,0,A,1,0,false
50044619,GARDEN MARKET EXPRESS - FA8150,Manhattan,4,PENN PLAZA,10121,2124656273,AMERICAN,40.75065483663,-73.99194423908,MN17,105,3,false,2,2023-03-04,2025-02-01,2.0,2,A,2,0,false
50044622,DAILY BURGER,Manhattan,4,PENN PLAZA,10121,2124656273,HAMBURGERS,40.75065483663,-73.99194423908,MN17,105,3,false,2,2023-04-29,2025-02-01,1.0,0,A,1,0,false
50044623,BAR,Manhattan,4,PENN PLAZA,10121,2124656307,OTHER,40.75065483663,-73.99194423908,MN17,105,3,false,2,2023-03-04,2025-02-01,0.0,0,A,0,0,false
50044624,GARDEN MARKET HOT DOG CONCESSION,Manhattan,4,PENN PLAZA,10121,2124656302,AMERICAN,40.75065483663,-73.99194423908,MN17,105,3,false,2,2023-04-29,2025-02-01,1.0,0,A,1,0,false
50044626,CASA NONNA PIZZA CONCESSION,Manhattan,4,PENN PLAZA,10121,2124656302,AMERICAN,40.75065483663,-73.99194423908,MN17,105,3,false,2,2023-04-29,2025-02-01,1.0,0,A,1,0,false
50044627,BEER PUB (BRIDGE PUB),Manhattan,4,PENN PLAZA,10121,2124656273,AMERICAN,40.75065483663,-73.99194423908,MN17,105,3,false,2,2023-04-29,2025-02-01,0.0,0,A,0,0,false
50044629,COME PRIMA,Manhattan,903,MADISON AVENUE,10021,2125177700,ITALIAN,40.77221812249,-73.96509840689,MN40,108,4,false,4,2023-12-18,2026-05-18,24.0,33,A,16,10,false
50044630,"HOT DOG CONCESSION, GARDEN MARKET",Manhattan,4,PENN PLAZA,10121,2124656302,AMERICAN,40.75065483663,-73.99194423908,MN17,105,3,false,2,2023-04-29,2025-02-01,0.0,0,A,0,0,false
50044631,GARDEN MARKET – HOT DOG CONCESSION (FA6050),Manhattan,4,PENN PLAZA,10121,2124656273,HOTDOGS,40.75065483663,-73.99194423908,MN17,105,3,false,2,2023-03-04,2025-02-01,0.0,0,A,0,0,false
50044646,3 GREEKS GRILL,Queens,35-61,VERNON BOULEVARD,11106,7187298900,GREEK,40.76277228482,-73.94197131876,QN68,401,22,false,3,2023-01-26,2025-08-04,13.0,10,A,9,5,false
50044651,BERBICE BAR AND RESTAURANT,Queens,173-06,JAMAICA AVENUE,11432,7182976100,CARIBBEAN,40.70788508598,-73.78651895265,QN61,412,27,false,3,2024-06-13,2026-06-10,22.67,40,A,16,9,false
50044654,GANTRY BAR & KITCHEN,Queens,47-02,VERNON BOULEVARD,11101,7187376309,AMERICAN,40.74533447584,-73.9532355795,QN31,402,26,false,4,2022-04-29,2025-04-18,17.75,7,A,12,8,false
50044676,HE YI XIAOCHI II,Brooklyn,5301,8 AVENUE,11220,7188518878,CHINESE,40.63934075213,-74.00553806909,BK34,312,38,false,2,2023-11-02,2026-01-17,5.0,5,A,2,2,false
50044701,MEME,Manhattan,607,10 AVENUE,10036,9172620827,MEDITERRANEAN,40.76077766753,-73.99464311242,MN15,104,3,false,3,2024-10-01,2026-03-19,19.5,26,A,8,4,false
50044708,21 BAR,Manhattan,4318,BROADWAY,10033,9179752690,AMERICAN,40.85195623528,-73.93481195516,MN35,112,10,false,2,2022-05-18,2024-06-06,7.0,5,A,4,2,false
50044709,SWEETS BAKERY,Manhattan,135,WALKER STREET,10013,2122192012,BAKERY PRODUCTS/DESSERTS,40.7173583805,-73.99957793398,MN27,101,1,false,6,2024-06-27,2026-07-08,37.8,39,B,31,21,false
50044714,THE HIDEOUT TAVERN,Bronx,143,EAST 233 STREET,10470,3472751105,IRISH,40.8964251709,-73.87154745592,BX62,212,11,false,4,2022-11-28,2025-11-17,22.5,12,A,14,9,false
50044717,FUKU - FA6090,Manhattan,4,PENN PLAZA,10121,2124656284,HOTDOGS/PRETZELS,40.75065483663,-73.99194423908,MN17,105,3,false,2,2023-03-04,2025-02-01,0.0,0,A,0,0,false
50044718,BAR AT THE GARDEN (BA6110),Manhattan,4,PENN PLAZA,10121,2124656284,AMERICAN,40.75065483663,-73.99194423908,MN17,105,3,false,2,2023-04-29,2025-02-01,0.0,0,A,0,0,false
50044720,TAO SUSHI CONCESSION/FRATELLI,Manhattan,4,PENN PLAZA,10121,2124656273,SEAFOOD,40.75065483663,-73.99194423908,MN17,105,3,false,2,2023-03-04,2025-02-01,5.5,2,A,3,1,false
50044736,GEBHARD'S BEER CULTURE,Manhattan,228,WEST 72 STREET,10023,9174945846,AMERICAN,40.77913344817,-73.98290665526,MN14,107,6,false,4,2024-07-08,2026-04-09,24.25,17,Z,14,7,true
50044749,DUNKIN,Manhattan,100,CHAMBERS STREET,10007,2126081601,DONUTS,40.71473687799,-74.00756442305,MN24,101,1,false,5,2023-10-06,2026-07-29,11.6,10,A,14,6,false
50044753,MAMA ROSARIA'S PIZZERIA RESTAURANT,Staten Island,2146,FOREST AVENUE,10303,7188150557,PIZZA,40.62656060254,-74.16096228997,SI12,501,49,false,5,2022-12-21,2025-01-15,19.25,10,A,13,6,true
50044763,SUBWAY,Manhattan,281,SAINT NICHOLAS AVENUE,10027,9173785700,SANDWICHES,40.81037951672,-73.95287902895,MN09,109,9,false,3,2023-06-22,2025-08-04,9.67,8,A,7,2,false
50044774,"HAMBURGER, CELEBRITY CHEF, SIMPLY VEGAN FB6030 (CB6035)",Manhattan,4,PENN PLAZA,10121,2124656302,HAMBURGERS,40.75065483663,-73.99194423908,MN17,105,3,false,2,2023-03-04,2025-02-01,3.5,2,A,2,0,false
50044777,"GARDEN MARKET, DUNKIN",Manhattan,4,PENN PLAZA,10121,2124656273,HOTDOGS/PRETZELS,40.75065483663,-73.99194423908,MN17,105,3,false,2,2023-03-04,2025-02-01,3.5,2,A,2,1,false
50044778,MIKE'S HOT HONEY - FB6060,Manhattan,4,PENN PLAZA,10121,2124656273,CHICKEN,40.75065483663,-73.99194423908,MN17,105,3,false,2,2023-03-04,2025-02-01,4.0,0,A,2,1,false
50044780,PAULIE GEE'Z,Manhattan,4,PENN PLAZA,10121,2124656273,PIZZA,40.75065483663,-73.99194423908,MN17,105,3,false,2,2023-03-04,2025-02-01,1.0,2,A,1,0,false
50044781,TERREMOTO COFFEE,Manhattan,328,WEST 15 STREET,10011,9179754775,COFFEE/TEA,40.74084255633,-74.00300602902,MN13,104,3,false,4,2024-01-22,2026-04-16,7.67,10,A,6,2,false
50044782,GLUTEN FREE AT THE GARDEN/TOP DOG/HOT DOG CONCESSIONS - FB6140 (CB6142),Manhattan,4,PENN PLAZA,10121,2124656273,CHICKEN,40.75065483663,-73.99194423908,MN17,105,3,false,2,2023-04-29,2025-02-01,0.0,0,A,0,0,false
50044784,"JEAN-GEORGES SIMPLY TACOS, TASTY NACHO BAR",Manhattan,4,PENN PLAZA,10121,2124656273,TEX-MEX,40.75065483663,-73.99194423908,MN17,105,3,false,2,2023-04-29,2025-02-01,1.0,0,A,1,0,false
50044785,FARLEY'S BAR,Manhattan,4,PENN PLAZA,10121,2124656273,AMERICAN,40.75065483663,-73.99194423908,MN17,105,3,false,2,2023-04-29,2025-02-01,0.0,0,A,0,0,false
50044786,GARDEN MARKET,Manhattan,4,PENN PLAZA,10121,2124656307,AMERICAN,40.75065483663,-73.99194423908,MN17,105,3,false,2,2023-03-04,2025-02-01,5.0,0,A,2,1,false
50044791,"CHICKEN, FRIES CONCESSION",Manhattan,4,PENN PLAZA,10121,2124656273,CHICKEN,40.75065483663,-73.99194423908,MN17,105,3,false,2,2023-03-04,2025-02-01,2.5,0,A,1,0,false
50044795,MONTESPINO RESTAURANT,Bronx,1309A,BRONX RIVER AVE,10472,9174718991,LATIN AMERICAN,40.83164917506,-73.88145146771,BX08,209,17,false,6,2023-06-21,2025-11-14,23.5,25,B,27,17,false
50044817,619 BAR & RESTAURANT EL SALVADORENO,Bronx,395,EAST 151 STREET,10455,6466378179,LATIN AMERICAN,40.81761391394,-73.91750039073,BX34,201,17,false,2,2024-12-06,2026-06-23,16.5,25,A,6,4,false
50044824,SUBWAY,Bronx,91,EAST 161 STREET,10451,7185889100,SANDWICHES,40.82741203302,-73.92459573927,BX63,204,16,false,5,2023-01-23,2025-10-27,13.25,12,A,12,5,false
50044830,K & K SUPER BUFFET,Queens,341,SAINT NICHOLAS AVENUE,11385,7183817111,CHINESE,40.70053864919,-73.9098197457,QN20,405,34,false,2,2024-04-18,2025-10-09,10.0,9,A,4,2,false
50044841,DUNKIN BASKIN ROBBINS,Manhattan,57,EAST 125 STREET,10035,6463402446,DONUTS,40.8055483466,-73.94019280168,MN34,111,9,false,3,2023-09-12,2026-02-17,9.67,12,A,9,2,false
50044842,"DUNKIN, BASKIN ROBINS",Manhattan,900,SAINT NICHOLAS AVENUE,10032,6463403929,DONUTS,40.83099818936,-73.9413189581,MN36,112,10,false,4,2023-06-13,2025-07-24,5.75,7,A,6,1,false
50044852,BERLIN CURRYWURST,Manhattan,75,9 AVENUE,10011,6468273689,GERMAN,40.74186904023,-74.00471300674,MN13,104,3,false,3,2024-10-09,2026-04-29,20.5,29,A,12,4,false
50044856,HOT BAGELS,Brooklyn,4706,AVENUE N,11234,7182529440,BAGELS/PRETZELS,40.61876631039,-73.92960146823,BK58,318,46,false,4,2023-04-04,2026-01-28,16.5,12,A,14,8,false
50044857,HOT DOG CONCESSION,Manhattan,4,PENN PLAZA,10121,2124656273,AMERICAN,40.75065483663,-73.99194423908,MN17,105,3,false,2,2023-04-29,2025-02-01,0.0,0,A,0,0,false
50044860,GARDEN MELT,Manhattan,4,PENN PLAZA,10121,2124656273,AMERICAN,40.75065483663,-73.99194423908,MN17,105,3,false,2,2023-04-29,2025-02-01,1.0,0,A,1,0,false
50044864,NAKAMURA,Manhattan,172,DELANCEY STREET,10002,2126141810,JAPANESE,40.71759075136,-73.98535389709,MN28,103,1,false,6,2024-05-11,2026-05-11,24.2,3,Z,14,8,true
50044876,ARTS & CRAFTS BEER PARLOR,Manhattan,1135,AMSTERDAM AVENUE,10025,9176756835,VEGAN,40.80669641004,-73.96112483034,MN09,109,7,false,3,2023-03-23,2025-11-17,10.0,12,A,7,2,false
50044882,NEW LITTLE CHOPSTICKS,Bronx,959,LEGGETT AVENUE,10455,7188603299,CHINESE,40.81533579982,-73.90023435164,BX33,202,17,false,3,2022-07-28,2025-06-18,11.33,10,A,8,3,false
50044894,JUNCTION CAKE BOX,Queens,57-01,JUNCTION BOULEVARD,11373,7183741992,BAKERY PRODUCTS/DESSERTS,40.73653987412,-73.8657694253,QN25,404,21,false,6,2023-05-25,2026-05-21,17.0,25,Z,16,9,false
50044896,LIANG'S GARDEN,Bronx,320,CYPRESS AVENUE,10454,7189936541,CHINESE,40.80749928053,-73.91343829281,BX39,201,8,false,3,2024-01-22,2026-01-07,21.33,13,A,16,8,false
50044918,LUPITA'S MEXICAN FOOD,Bronx,2366,GRAND CONCOURSE,10458,7187334870,MEXICAN,40.85908582014,-73.89895378955,BX40,205,15,false,4,2024-06-12,2026-04-01,16.33,12,A,12,6,false
50044920,VIVI BUBBLE TEA,Queens,83-28,BROADWAY,11373,7185488888,COFFEE/TEA,40.74045505874,-73.87914603106,QN50,404,25,false,5,2023-05-25,2026-02-26,11.75,9,A,11,6,false
50044928,KELLY D JAMAICAN AND AMERICAN RESTAURANT,Queens,224-11,MERRICK BOULEVARD,11413,7189490390,CARIBBEAN,40.67781992746,-73.74542177438,QN66,413,31,false,4,2023-05-25,2025-12-05,12.5,4,A,13,6,false
50044929,SEABORNE,Brooklyn,228,VAN BRUNT STREET,11231,7188524888,AMERICAN,40.68097610565,-74.00865302287,BK33,306,38,false,1,2025-06-20,2025-06-20,5.0,5,A,1,0,false
50044940,BAGEL BOBS ON YORK,Manhattan,1641,YORK AVENUE,10028,2125353838,BAGELS/PRETZELS,40.77616910811,-73.94695306038,MN32,108,5,false,3,2023-05-03,2025-11-20,11.67,9,A,7,4,false
50044944,FOY JUICE BAR & EATERY,Queens,217-93,HEMPSTEAD AVENUE,11429,7187767164,"JUICE, SMOOTHIES, FRUIT SALADS",40.71406266434,-73.73837495201,QN34,413,27,false,4,2023-04-24,2026-03-09,12.75,7,A,10,5,false
50044956,BARRY'S EAST 64TH,Manhattan,1216,2 AVENUE,10065,9173883635,"JUICE, SMOOTHIES, FRUIT SALADS",40.76354376731,-73.96218255007,MN31,108,5,false,4,2022-12-02,2025-09-23,6.33,10,A,6,2,false
50044965,FRESH KILLS BAR,Brooklyn,161,GRAND STREET,11249,7185997888,AMERICAN,40.71468957422,-73.96174143242,BK73,301,34,false,3,2023-04-02,2025-11-24,8.33,12,A,5,2,false
50044966,PIQUE 86 RESTAURANT,Bronx,220,EAST 198 STREET,10458,7186845166,SPANISH,40.86969991779,-73.89022014381,BX05,207,15,false,4,2024-05-06,2026-07-09,22.67,27,A,14,9,false
50044967,THE BURRITO SHOPPE AND SALAD JUNKIE,Staten Island,100,STUYVESANT PLACE,10301,6469635958,MEXICAN,40.64360481433,-74.07742624587,SI22,501,49,false,5,2023-03-15,2025-10-20,22.0,12,A,16,9,false
50044975,LENWICH,Manhattan,469,COLUMBUS AVENUE,10024,2127879368,SANDWICHES,40.78420952797,-73.97381636474,MN12,107,6,false,3,2024-09-18,2026-05-01,11.0,13,A,7,2,false
50044978,EVENT LEVEL CLUB (DELTA SKY 360 BAR) BA5075,Manhattan,4,PENN PLAZA,10121,2124656273,AMERICAN,40.75065483663,-73.99194423908,MN17,105,3,false,2,2023-04-29,2025-02-01,8.5,7,A,3,2,false
50044988,MCDONALD'S,Brooklyn,741,GRAND STREET,11211,7183025024,HAMBURGERS,40.71170658409,-73.94324957328,BK90,301,34,false,3,2024-05-15,2026-07-15,10.67,12,A,8,3,false
50044989,MCDONALD'S,Brooklyn,700,BROADWAY,11206,7185992870,HAMBURGERS,40.70155920259,-73.94332316248,BK75,301,33,false,3,2024-06-24,2026-07-02,5.33,4,A,6,0,false
50044993,MCDONALD'S,Brooklyn,267,BROADWAY,11211,6316670434,HAMBURGERS,40.70881207007,-73.95898551126,BK73,301,34,false,3,2024-03-19,2026-04-17,10.67,13,A,8,4,false
50045013,YETNAL TONGDAK & JOKBAL,Queens,40-24,162 STREET,11358,7185399292,KOREAN,40.7619000827,-73.80378065397,QN51,407,20,false,2,2023-12-29,2025-11-08,10.5,12,A,4,2,false
50045022,BAGEL PUB,Brooklyn,775,FRANKLIN AVENUE,11238,7187742243,AMERICAN,40.67227305567,-73.95737502328,BK61,308,35,false,5,2024-04-10,2026-07-20,13.2,13,A,12,8,false
50045038,DUNKIN,Staten Island,2655,RICHMOND AVENUE,10314,9732806507,DONUTS,40.58229741996,-74.16905259269,SI24,502,51,false,3,2023-06-26,2026-03-30,11.33,19,A,8,4,false
